"f1","f2","f3","f4","f5","f6"
5.21436368802217e-33,1.06642601281069e-33,1.17490598524859e-36,8.69225909478509e-17,1.41960052185812,0
5.21038004023831e-33,1.06423004295807e-33,1.76299346089045e-34,8.68993783745226e-17,1.41922141924681,0
4.96196429492077e-33,1.03068952288543e-33,2.77694485007782e-35,8.27687419282831e-17,1.35176077879943,7.0755097605652e-05
4.96196429492077e-33,1.03068952288543e-33,2.77694485007782e-35,8.27687419282831e-17,1.35176077879943,7.0755097605652e-05
4.93685137936741e-17,1.87512237590074e-17,4.08941522276283e-18,1.13329030501146e-14,185.08848650727,0
1.23751725851131e-16,1.36234063960903e-18,1.77645227115692e-19,2.02186449005126e-17,2.04800575468794,0
3.78716163487695e-33,1.29089382091339e-33,2.61879021892153e-34,6.54853023005698e-17,1.06949146713423,0
3.77154950634875e-33,1.16455872121174e-33,2.58352841008085e-34,6.4603547742716e-17,1.05509084680262,0
4.77074717324611e-36,4.42565111064567e-35,2.07083012544722e-35,4.69327470081804e-33,7.66537174053534e-17,1.2518915513723
4.93685137936741e-17,1.87512237590074e-17,4.08941522276283e-18,1.13329030501146e-14,185.08848650727,0
2.07974074908461e-32,4.25172522106994e-33,2.59037269327553e-35,3.46684079504843e-16,5.66196767512652,0
5.16916645556254e-33,1.46494532997575e-33,3.42794216773597e-34,8.79248341855196e-17,1.43596893664775,0
5.16916645556254e-33,1.46494532997575e-33,3.42794216773597e-34,8.79248341855196e-17,1.43596893664775,0
4.96018200005678e-33,1.03957432761361e-33,2.80526124915627e-35,8.27699109130286e-17,1.35177987039963,0
4.95608696288668e-33,1.02800337440268e-33,5.47759725455756e-35,8.26694398944581e-17,1.35013899995572,0
4.95608696288668e-33,1.02800337440268e-33,5.47759725455756e-35,8.26694398944581e-17,1.35013899995572,0
5.20847009612922e-33,1.06541731756022e-33,1.14118271865477e-36,8.68249891728998e-17,1.41800651126612,0
5.21436368802217e-33,1.06642601281069e-33,1.17490598524859e-36,8.69225909478509e-17,1.41960052185812,0
1.41441492350948e-34,4.56976576924467e-34,1.17246764441595e-34,5.19716717781441e-33,8.52592789412225e-17,1.3924356782096
4.93685137936741e-17,1.87512237590074e-17,4.08941522276283e-18,1.13329030501146e-14,185.08848650727,0
3.91862054223642e-33,8.55977614083671e-34,3.71554503963796e-36,6.55071257140531e-17,1.06984788229434,0
3.91862054223642e-33,8.55977614083671e-34,3.71554503963796e-36,6.55071257140531e-17,1.06984788229434,0
3.77154950634875e-33,1.16455872121174e-33,2.58352841008085e-34,6.4603547742716e-17,1.05509084680262,0
6.11011315686765e-32,1.24368284867732e-32,2.56194111653404e-35,1.01835203493693e-15,16.6315001021894,0
3.91862054223642e-33,8.55977614083671e-34,3.71554503963796e-36,6.55071257140531e-17,1.06984788229434,0
2.29804741626401e-34,7.40766790421428e-34,3.51670783404728e-34,9.23088450261896e-33,1.51396951283004e-16,2.47258150850593
5.20847009612922e-33,1.06541731756022e-33,1.14118271865477e-36,8.68249891728998e-17,1.41800651126612,0
2.29804741626401e-34,7.40766790421428e-34,3.51670783404728e-34,9.23088450261896e-33,1.51396951283004e-16,2.47258150850593
1.41441492350948e-34,4.56976576924467e-34,1.17246764441595e-34,5.19716717781441e-33,8.52592789412225e-17,1.3924356782096
6.11011315686765e-32,1.24368284867732e-32,2.56194111653404e-35,1.01835203493693e-15,16.6315001021894,0
1.046980541233e-32,2.13032322703496e-33,5.9860242208025e-36,1.74494289747411e-16,2.84980212952122,0
3.10258698895361e-32,6.34220694735186e-33,3.34341552557864e-34,5.17214817367724e-16,8.44703795229112,0.00247990158877365
1.046980541233e-32,2.13032322703496e-33,5.9860242208025e-36,1.74494289747411e-16,2.84980212952122,0
2.29804741626401e-34,7.40766790421428e-34,3.51670783404728e-34,9.23088450261896e-33,1.51396951283004e-16,2.47258150850593
2.29804741626401e-34,7.40766790421428e-34,3.51670783404728e-34,9.23088450261896e-33,1.51396951283004e-16,2.47258150850593
7.05129151987537e-33,1.54163653459229e-33,9.7322583984398e-36,1.1788043249676e-16,1.92519713994327,0
7.05129151987537e-33,1.54163653459229e-33,9.7322583984398e-36,1.1788043249676e-16,1.92519713994327,0
7.05129151987537e-33,1.54163653459229e-33,9.7322583984398e-36,1.1788043249676e-16,1.92519713994327,0
7.05129151987537e-33,1.54163653459229e-33,9.7322583984398e-36,1.1788043249676e-16,1.92519713994327,0
0.000172167278675129,0.000672708231956252,0.0380431280966614,0,0.99927718377298,0
1.23751725851131e-16,1.36234063960903e-18,1.77645227115692e-19,2.02186449005126e-17,2.04800575468794,0
3.78716163487695e-33,1.29089382091339e-33,2.61879021892153e-34,6.54853023005698e-17,1.06949146713423,0
3.77870913284636e-33,1.1667571187251e-33,8.13342971970134e-35,6.46015892108201e-17,1.05505886049306,0
3.77870913284636e-33,1.1667571187251e-33,8.13342971970134e-35,6.46015892108201e-17,1.05505886049306,0
1.23751725851131e-16,1.36234063960903e-18,1.77645227115692e-19,2.02186449005126e-17,2.04800575468794,0
6.13055080317865e-17,2.2206022429789e-18,2.06287967985834e-18,5.9865326603301e-19,1.00249857016755,0
3.78716163487695e-33,1.29089382091339e-33,2.61879021892153e-34,6.54853023005698e-17,1.06949146713423,0
4.34736360963701e-36,4.03612026759314e-35,1.89000957297946e-35,4.9402282835192e-33,8.06860294972657e-17,1.3177463802212
5.03888999968892e-33,1.72587078928799e-33,1.19760480830272e-36,8.69872970974906e-17,1.4206572883764,0
4.95608696288668e-33,1.02800337440268e-33,5.47759725455756e-35,8.26694398944581e-17,1.35013899995572,0
4.95608696288668e-33,1.02800337440268e-33,5.47759725455756e-35,8.26694398944581e-17,1.35013899995572,0
5.21810806136045e-33,1.06693040586241e-33,1.31028230691874e-36,8.69841542669369e-17,1.42060596036322,0
5.21436368802217e-33,1.06642601281069e-33,1.17490598524859e-36,8.69225909478509e-17,1.41960052185812,0
1.16163476859176e-34,4.62955653373098e-34,1.18336164945746e-34,5.19801773012106e-33,8.52719276133475e-17,1.39264225352396
6.10676456220639e-17,4.33762727363176e-20,4.16689298888695e-18,3.09804480414274e-18,1.00094220900972,0
3.91862054223642e-33,8.55977614083671e-34,3.71554503963796e-36,6.55071257140531e-17,1.06984788229434,0
3.82270656310422e-33,1.18034239271274e-33,2.61855162350049e-34,6.54797647727988e-17,1.06940102945597,0
3.77154950634875e-33,1.16455872121174e-33,2.58352841008085e-34,6.4603547742716e-17,1.05509084680262,0
9.34623926798047e-17,3.59399054369326e-22,4.48957623452317e-19,4.72721146913411e-20,1.52642492255037,0
3.52965742765419e-17,3.46556138915279e-17,1.01251774474589e-17,3.52967342070649e-17,1.00612749567224,0
5.16916645556254e-33,1.46494532997575e-33,3.42794216773597e-34,8.79248341855196e-17,1.43596893664775,0
5.03888999968892e-33,1.72587078928799e-33,1.19760480830272e-36,8.69872970974906e-17,1.4206572883764,0
5.20847009612922e-33,1.06541731756022e-33,1.14118271865477e-36,8.68249891728998e-17,1.41800651126612,0
4.64089211536685e-33,1.81269337576606e-33,4.73449411831519e-35,8.13741891757011e-17,1.3289852518192,0.213584785066248
3.91862054223642e-33,8.55977614083671e-34,3.71554503963796e-36,6.55071257140531e-17,1.06984788229434,0
3.91862054223642e-33,8.55977614083671e-34,3.71554503963796e-36,6.55071257140531e-17,1.06984788229434,0
5.51469323746489e-33,1.20381557597112e-33,5.0563956175636e-37,9.21856414388832e-17,1.50555549791397,0.000141313926420324
4.23102133403223e-33,9.24992774405834e-34,5.91002446867359e-36,7.07322305657517e-17,1.15518313856488,0
5.51469323746489e-33,1.20381557597112e-33,5.0563956175636e-37,9.21856414388832e-17,1.50555549791397,0.000141313926420324
2.25693377346694e-35,1.51443546443998e-34,6.05254341744748e-35,5.25998933080366e-33,8.59470552420292e-17,1.403668288569
7.59955238058513e-33,1.39215872161038e-33,1.17471238850226e-35,1.26179707482331e-16,2.06073906261364,0
5.51469323746489e-33,1.20381557597112e-33,5.0563956175636e-37,9.21856414388832e-17,1.50555549791397,0.000141313926420324
7.59955238058513e-33,1.39215872161038e-33,1.17471238850226e-35,1.26179707482331e-16,2.06073906261364,0
7.05129151987537e-33,1.54163653459229e-33,9.7322583984398e-36,1.1788043249676e-16,1.92519713994327,0
6.10676456220639e-17,4.33762727363176e-20,4.16689298888695e-18,3.09804480414274e-18,1.00094220900972,0
6.13636272590959e-17,5.76928949016003e-23,2.20434017669807e-18,0,1.00282359474152,0
2.34648430226807e-17,5.03856197635158e-17,1.32220651174181e-17,2.37811587242448e-17,1.01068194354088,0
5.04723563854041e-35,4.44551596975415e-34,1.70954077250226e-34,1.11892876883113e-32,1.82908308256051e-16,2.98721801802085
6.13636272590959e-17,5.76928949016003e-23,2.20434017669807e-18,0,1.00282359474152,0
6.13636272590959e-17,5.76928949016003e-23,2.20434017669807e-18,0,1.00282359474152,0
2.30981673289587e-35,2.03144509896621e-34,7.81029944330632e-35,5.22359674773013e-33,8.53854760468131e-17,1.39449670141427
6.13636272590959e-17,5.76928949016003e-23,2.20434017669807e-18,0,1.00282359474152,0
2.30981673289587e-35,2.03144509896621e-34,7.81029944330632e-35,5.22359674773013e-33,8.53854760468131e-17,1.39449670141427
1.16163476859176e-34,4.62955653373098e-34,1.18336164945746e-34,5.19801773012106e-33,8.52719276133475e-17,1.39264225352396
6.13636272590959e-17,5.76928949016003e-23,2.20434017669807e-18,0,1.00282359474152,0
6.08843538757804e-17,7.65442378793655e-18,2.20434017669807e-18,0,1.00282359474152,0
2.30981673289587e-35,2.03144509896621e-34,7.81029944330632e-35,5.22359674773013e-33,8.53854760468131e-17,1.39449670141427
6.13636272590959e-17,5.76928949016003e-23,2.20434017669807e-18,0,1.00282359474152,0
6.08843538757804e-17,7.65442378793655e-18,2.20434017669807e-18,0,1.00282359474152,0
7.8246209652583e-35,3.81205272499601e-34,1.15637149485137e-34,5.22836767957577e-33,8.56455675044078e-17,1.39874445754885
6.1470706982957e-17,3.96481876450851e-18,3.43376192746648e-22,2.64804812174732e-24,1.00601206485178,0
2.25693377346694e-35,1.51443546443998e-34,6.05254341744748e-35,5.25998933080366e-33,8.59470552420292e-17,1.403668288569
2.25693377346694e-35,1.51443546443998e-34,6.05254341744748e-35,5.25998933080366e-33,8.59470552420292e-17,1.403668288569
2.25693377346694e-35,1.51443546443998e-34,6.05254341744748e-35,5.25998933080366e-33,8.59470552420292e-17,1.403668288569
0.0501912184431087,0.00316968287164772,0.00180361425708372,0,1.00495676547715,0
6.08843538757804e-17,7.65442378793655e-18,2.20434017669807e-18,0,1.00282359474152,0
1.27541509394127e-34,3.26677253236433e-34,1.60236494749e-34,1.09638350102093e-32,1.79169615942689e-16,2.92615852242551
6.13636272590959e-17,5.76928949016003e-23,2.20434017669807e-18,0,1.00282359474152,0
2.30981673289587e-35,2.03144509896621e-34,7.81029944330632e-35,5.22359674773013e-33,8.53854760468131e-17,1.39449670141427
7.8246209652583e-35,3.81205272499601e-34,1.15637149485137e-34,5.22836767957577e-33,8.56455675044078e-17,1.39874445754885
6.08843538757804e-17,7.65442378793655e-18,2.20434017669807e-18,0,1.00282359474152,0
6.08843538757804e-17,7.65442378793655e-18,2.20434017669807e-18,0,1.00282359474152,0
7.8246209652583e-35,3.81205272499601e-34,1.15637149485137e-34,5.22836767957577e-33,8.56455675044078e-17,1.39874445754885
2.25693377346694e-35,1.51443546443998e-34,6.05254341744748e-35,5.25998933080366e-33,8.59470552420292e-17,1.403668288569
0.744921227599098,2.80440805101828e-06,0.0429190262776254,0,6.75353155642797,0
1.34164033809764e-34,4.57981249238699e-34,1.13218833856807e-34,5.19770808925764e-33,8.52649223220865e-17,1.39252784465715
1.34164033809764e-34,4.57981249238699e-34,1.13218833856807e-34,5.19770808925764e-33,8.52649223220865e-17,1.39252784465715
1.34164033809764e-34,4.57981249238699e-34,1.13218833856807e-34,5.19770808925764e-33,8.52649223220865e-17,1.39252784465715
0.744921227599098,2.80440805101828e-06,0.0429190262776254,0,6.75353155642797,0
2.11679877464367e-06,1.37131946551804e-05,0.103721877234289,0.994612302525254,0,1.92047853268907e-17
5.95805959185746e-19,4.52232498824092e-18,0.0744958436635107,0.997455098496088,0,1.92091485282123e-17
6.35209271437864e-19,4.80724716111253e-18,0.0791933256691627,0.997060126704434,0,1.92085165899987e-17
1.71691516789261e-23,1.42674922164685e-20,0.000233013694603174,1.00025329107971,0,1.92095363334173e-17
4.77074717324611e-36,4.42565111064567e-35,2.07083012544722e-35,4.69327470081804e-33,7.66537174053534e-17,1.2518915513723
8.4727130652647e-19,6.36850564468544e-18,0.104925460393775,0.994719655456158,0,1.92092468420878e-17
5.95805959185746e-19,4.52232498824092e-18,0.0744958436635107,0.997455098496088,0,1.92091485282123e-17
5.52379728905763e-23,4.43400978728742e-22,7.29750333578774e-06,1.00050213557409,0,1.92143147894523e-17
4.34736360963701e-36,4.03612026759314e-35,1.89000957297946e-35,4.9402282835192e-33,8.06860294972657e-17,1.3177463802212
8.4727130652647e-19,6.36850564468544e-18,0.104925460393775,0.994719655456158,0,1.92092468420878e-17
1.32778544065999e-22,1.1147409279074e-21,1.83343946289463e-05,1.00061241105952,0,1.92164325966328e-17
1.24368750060516e-37,4.95209567694887e-37,1.26777647179894e-37,5.2526698058168e-33,8.57854414321384e-17,1.40102884758642
3.13286725259105e-21,1.22836975788647e-20,0.000207036512451664,1.00025373823501,0,1.92095448111487e-17
1.16220044725112e-34,4.62245178265897e-34,1.18160437785126e-34,5.19730576095499e-33,8.52592789412225e-17,1.3924356782096
1.16163476859176e-34,4.62955653373098e-34,1.18336164945746e-34,5.19801773012106e-33,8.52719276133475e-17,1.39264225352396
1.12962434669302,0.0459133905450197,3.72595203956981e-15,0.0850832578512883,3.34026474703092e-13,4.67137337720503e-14
5.52379728905763e-23,4.43400978728742e-22,7.29750333578774e-06,1.00050213557409,0,1.92143147894523e-17
9.20221209820693e-09,3.20610841336317e-07,7.2904512167316e-06,1.00050213557409,0,1.92143147894523e-17
4.77074717324611e-36,4.42565111064567e-35,2.07083012544722e-35,4.69327470081804e-33,7.66537174053534e-17,1.2518915513723
1.1296766790095,2.17824276184411e-07,1.59453383566597e-07,0.0643884984680415,2.68103085243097e-09,5.60796309454356e-10
5.52379728905763e-23,4.43400978728742e-22,7.29750333578774e-06,1.00050213557409,0,1.92143147894523e-17
1.24368750060516e-37,4.95209567694887e-37,1.26777647179894e-37,5.2526698058168e-33,8.57854414321384e-17,1.40102884758642
1.1296766790095,2.17824276184411e-07,1.59453383566597e-07,0.0643884984680415,2.68103085243097e-09,5.60796309454356e-10
1.87229114371441e-34,6.05362307682751e-34,1.67700411297796e-34,5.1783200938828e-33,8.52460038914895e-17,1.39221887303476
1.41441492350948e-34,4.56976576924467e-34,1.17246764441595e-34,5.19716717781441e-33,8.52592789412225e-17,1.3924356782096
0.818624392211436,0.557223118445433,2.91823111921109e-15,0.460168220325075,3.21716022576402e-13,1.20784196643607e-13
5.52379728905763e-23,4.43400978728742e-22,7.29750333578774e-06,1.00050213557409,0,1.92143147894523e-17
1.20375153962955e-36,1.01672414834486e-35,6.0067750138115e-36,5.23028310755426e-33,8.54200463871199e-17,1.39506129656273
1.12986935209146,2.17861427411304e-07,5.16010763201407e-08,0.0609140791389484,2.68103085243097e-09,1.21436162395929e-09
1.87229114371441e-34,6.05362307682751e-34,1.67700411297796e-34,5.1783200938828e-33,8.52460038914895e-17,1.39221887303476
1.4084922812868e-34,4.55248226560755e-34,1.24321736277213e-34,5.19671179620959e-33,8.52518205733603e-17,1.392313869796
0.818624392211436,0.557223118445433,2.91823111921109e-15,0.460168220325075,3.21716022576402e-13,1.20784196643607e-13
2.29804741626401e-34,7.40766790421428e-34,3.51670783404728e-34,9.23088450261896e-33,1.51396951283004e-16,2.47258150850593
2.29804741626401e-34,7.40766790421428e-34,3.51670783404728e-34,9.23088450261896e-33,1.51396951283004e-16,2.47258150850593
2.29804741626401e-34,7.40766790421428e-34,3.51670783404728e-34,9.23088450261896e-33,1.51396951283004e-16,2.47258150850593
0.00105254525809548,0.00509802899126143,0.999991134334505,1.70204672504506e-14,2.43101650446971e-14,1.72521760095046e-13
9.28214715827507e-08,7.08570757441225e-07,1.00048307278846,1.77265203044662e-14,2.23749771093138e-13,4.71484540372305e-13
1.53737625033756e-07,4.29880090460631e-07,1.00122246175365,1.77396207694898e-14,2.23915129324753e-13,4.71832982515727e-13
4.0421734821869e-33,4.40471282592956e-32,4.43279793295497e-25,9.82778336071692e-17,0,1.60505183237721
1.12653236427141,4.83665732672315e-07,0.106019385405263,3.0903024281441e-07,7.95389772907507e-10,2.76358146458812e-09
1.53737625033756e-07,4.29880090460631e-07,1.00122246175365,1.77396207694898e-14,2.23915129324753e-13,4.71832982515727e-13
4.34736360963701e-36,4.03612026759314e-35,1.89000957297946e-35,4.9402282835192e-33,8.06860294972657e-17,1.3177463802212
1.13151015003464,1.27944632732248e-07,0.00024124962421916,4.04430362394673e-07,2.68103085243097e-09,2.76358146458812e-09
1.29968378449857e-34,4.68283358484561e-34,1.19166391152261e-34,5.19641655889217e-33,8.52592789412225e-17,1.3924356782096
1.16163476859176e-34,4.62955653373098e-34,1.18336164945746e-34,5.19801773012106e-33,8.52719276133475e-17,1.39264225352396
1.13001525321529,0.0251473189396552,5.37907900412035e-12,1.63587764577849e-11,1.19395223991165e-10,1.02001876766626e-10
0.0173811722817154,1.09527788679638,0.00661507221710563,0.0173231162835596,9.06396916993311e-07,0.0140604690640454
4.0421734821869e-33,4.40471282592956e-32,4.43279793295497e-25,9.82778336071692e-17,0,1.60505183237721
1.13151017575254,5.681274711387e-07,9.6323120995573e-07,4.04430362394673e-07,2.68103085243097e-09,2.76358146458812e-09
3.00199087529628e-17,3.18647170367199e-17,2.94579777432543e-17,3.07663633819389e-17,5.30872167313909e-18,1.00132307793608
2.4544929391736e-35,1.61139316681924e-34,6.42873475314556e-35,5.25857208757233e-33,8.59294975637405e-17,1.40338154045221
1.13001525321529,0.0251473189396552,5.37907900412035e-12,1.63587764577849e-11,1.19395223991165e-10,1.02001876766626e-10
1.87229114371441e-34,6.05362307682751e-34,1.67700411297796e-34,5.1783200938828e-33,8.52460038914895e-17,1.39221887303476
2.25693377346694e-35,1.51443546443998e-34,6.05254341744748e-35,5.25998933080366e-33,8.59470552420292e-17,1.403668288569
5.79405121895942e-35,3.97315668186761e-34,1.56614489985692e-34,4.81486872785817e-33,7.89497606755306e-17,1.28939002201163
0.00105254525809548,0.00509802899126143,0.999991134334505,1.70204672504506e-14,2.43101650446971e-14,1.72521760095046e-13
5.75559620389039e-08,4.52569799036281e-07,1.00050157313182,1.10965740464738e-14,2.23753908542008e-13,4.71493258786493e-13
2.30981673289587e-35,2.03144509896621e-34,7.81029944330632e-35,5.22359674773013e-33,8.53854760468131e-17,1.39449670141427
5.75559620389039e-08,4.52569799036281e-07,1.00050157313182,1.10965740464738e-14,2.23753908542008e-13,4.71493258786493e-13
2.30981673289587e-35,2.03144509896621e-34,7.81029944330632e-35,5.22359674773013e-33,8.53854760468131e-17,1.39449670141427
2.4544929391736e-35,1.61139316681924e-34,6.42873475314556e-35,5.25857208757233e-33,8.59294975637405e-17,1.40338154045221
1.13001525321529,0.0251473189396552,5.37907900412035e-12,1.63587764577849e-11,1.19395223991165e-10,1.02001876766626e-10
1.21213083453017e-34,4.13867006938267e-34,2.05764126409066e-34,5.23956374747782e-33,8.59264929030272e-17,1.40333246899829
7.8246209652583e-35,3.81205272499601e-34,1.15637149485137e-34,5.22836767957577e-33,8.56455675044078e-17,1.39874445754885
2.25693377346694e-35,1.51443546443998e-34,6.05254341744748e-35,5.25998933080366e-33,8.59470552420292e-17,1.403668288569
0.017121481350978,0.084186495048703,0.99634038875402,1.10914252313276e-14,2.43109589315201e-14,1.72527394065517e-13
1.34164033809764e-34,4.57981249238699e-34,1.13218833856807e-34,5.19770808925764e-33,8.52649223220865e-17,1.39252784465715
7.8246209652583e-35,3.81205272499601e-34,1.15637149485137e-34,5.22836767957577e-33,8.56455675044078e-17,1.39874445754885
7.8246209652583e-35,3.81205272499601e-34,1.15637149485137e-34,5.22836767957577e-33,8.56455675044078e-17,1.39874445754885
1.34164033809764e-34,4.57981249238699e-34,1.13218833856807e-34,5.19770808925764e-33,8.52649223220865e-17,1.39252784465715
0.00936974275452595,0.0448311121491109,0.996087721121976,0.0756169090711092,0,1.92047317985206e-17
5.95805959185746e-19,4.52232498824092e-18,0.0744958436635107,0.997455098496088,0,1.92091485282123e-17
5.52379728905763e-23,4.43400978728742e-22,7.29750333578774e-06,1.00050213557409,0,1.92143147894523e-17
5.75117815856707e-33,4.38567283793416e-32,4.43279793295497e-25,9.82778336071692e-17,0,1.60505183237721
8.4727130652647e-19,6.36850564468544e-18,0.104925460393775,0.994719655456158,0,1.92092468420878e-17
7.97505473616421e-18,6.07394132583126e-17,1.00049679118792,0.000456402891187603,0,1.92142141509685e-17
5.75117815856707e-33,4.38567283793416e-32,4.43279793295497e-25,9.82778336071692e-17,0,1.60505183237721
9.26580319355261e-23,3.64499283200986e-22,6.14225232151435e-06,1.00025394696475,0,1.92095484086058e-17
2.62809355295183e-33,4.41548337334958e-32,4.43287444852213e-25,9.82795300039577e-17,0,1.6050795375542
2.62809355295183e-33,4.41548337334958e-32,4.43287444852213e-25,9.82795300039577e-17,0,1.6050795375542
1.1255428261142,0.0250165118268926,9.61642511614701e-16,0.100145577260472,2.47846913612683e-13,1.25020194966578e-13
5.52379728905763e-23,4.43400978728742e-22,7.29750333578774e-06,1.00050213557409,0,1.92143147894523e-17
5.75117815856707e-33,4.38567283793416e-32,4.43279793295497e-25,9.82778336071692e-17,0,1.60505183237721
1.1296766790095,2.17824276184411e-07,1.59453383566597e-07,0.0643884984680415,2.68103085243097e-09,5.60796309454356e-10
3.6978378160076e-20,3.32599539734983e-19,1.28729888405333e-17,1.1791475002569e-16,0,1.93720741892546
2.62809355295183e-33,4.41548337334958e-32,4.43287444852213e-25,9.82795300039577e-17,0,1.6050795375542
1.12650821369533,0.0160039917607846,1.7482285766896e-15,0.0980574389073416,2.47981764521842e-13,1.25088217144901e-13
5.94994973885469e-28,6.37028811077035e-27,2.77264671940021e-25,6.14876325847673e-17,0,1.00420240990658
4.47519772141889e-29,6.06180839102871e-27,2.83197782717994e-25,6.28010581269006e-17,0,1.02565298523691
4.47519772141889e-29,6.06180839102871e-27,2.83197782717994e-25,6.28010581269006e-17,0,1.02565298523691
0.00105254525809548,0.00509802899126143,0.999991134334505,1.70204672504506e-14,2.43101650446971e-14,1.72521760095046e-13
9.28214715827507e-08,7.08570757441225e-07,1.00048307278846,1.77265203044662e-14,2.23749771093138e-13,4.71484540372305e-13
4.0421734821869e-33,4.40471282592956e-32,4.43279793295497e-25,9.82778336071692e-17,0,1.60505183237721
1.1285369794124,4.84526394719537e-07,0.0819729463381927,3.0903024281441e-07,3.71115769478299e-10,2.76358146458812e-09
1.60560237532554e-20,1.52033424135789e-19,7.11912734170301e-18,6.27402252993816e-17,0,1.03123786217335
2.62809355295183e-33,4.41548337334958e-32,4.43287444852213e-25,9.82795300039577e-17,0,1.6050795375542
1.13001525321529,0.0251473189396552,5.37907900412035e-12,1.63587764577849e-11,1.19395223991165e-10,1.02001876766626e-10
1.60560237532554e-20,1.52033424135789e-19,7.11912734170301e-18,6.27402252993816e-17,0,1.03123786217335
1.60560237532554e-20,1.52033424135789e-19,7.11912734170301e-18,6.27402252993816e-17,0,1.03123786217335
4.47519772141889e-29,6.06180839102871e-27,2.83197782717994e-25,6.28010581269006e-17,0,1.02565298523691
0.00105254525809548,0.00509802899126143,0.999991134334505,1.70204672504506e-14,2.43101650446971e-14,1.72521760095046e-13
1.04053805219926e-17,4.70030843091372e-17,4.18657878689156e-17,3.74196228957187e-23,1.16823720605302e-21,1.0419503412265
1.04053805219926e-17,4.70030843091372e-17,4.18657878689156e-17,3.74196228957187e-23,1.16823720605302e-21,1.0419503412265
1.04053805219926e-17,4.70030843091372e-17,4.18657878689156e-17,3.74196228957187e-23,1.16823720605302e-21,1.0419503412265
1.98774621075551e-17,4.36462536118903e-17,4.17078500655162e-17,3.72784581560824e-23,5.53645756335537e-18,1.0419503412265
5.81243355943212e-19,1.33957195026208e-17,0.218981776023086,0.97606263920061,0,1.92109243646909e-17
7.97505473616421e-18,6.07394132583126e-17,1.00049679118792,0.000456402891187603,0,1.92142141509685e-17
5.75117815856707e-33,4.38567283793416e-32,4.43279793295497e-25,9.82778336071692e-17,0,1.60505183237721
7.97505473616421e-18,6.07394132583126e-17,1.00049679118792,0.000456402891187603,0,1.92142141509685e-17
7.97505473616421e-18,6.07394132583126e-17,1.00049679118792,0.000456402891187603,0,1.92142141509685e-17
6.18374225943311e-17,1.35398119544793e-17,3.40640439428338e-17,3.91313848502704e-17,0,1.33669574985595
1.12650821369533,0.0160039917607846,1.7482285766896e-15,0.0980574389073416,2.47981764521842e-13,1.25088217144901e-13
3.6978378160076e-20,3.32599539734983e-19,1.28729888405333e-17,1.1791475002569e-16,0,1.93720741892546
3.6978378160076e-20,3.32599539734983e-19,1.28729888405333e-17,1.1791475002569e-16,0,1.93720741892546
5.08626092048e-24,1.10948753114841e-20,4.92882280270419e-19,9.5858572879894e-17,0,1.56556170653318
0.00105254525809548,0.00509802899126143,0.999991134334505,1.70204672504506e-14,2.43101650446971e-14,1.72521760095046e-13
1.60560237532554e-20,1.52033424135789e-19,7.11912734170301e-18,6.27402252993816e-17,0,1.03123786217335
5.93090649469886e-17,1.37171318684919e-17,3.33752841938152e-17,3.97860740224655e-17,0,1.30680421055075
1.60560237532554e-20,1.52033424135789e-19,7.11912734170301e-18,6.27402252993816e-17,0,1.03123786217335
5.93169245512263e-17,1.48585957582411e-17,3.34053805936936e-17,3.40684258329877e-17,0,1.26672422714397
0.00107401812114216,0.00525721327685282,1.00049247129752,0.000414682814347128,0,1.92144071706015e-17
